epoch,loss
270,0.8923231952190399
271,0.8883689683675766
272,0.8946099420189857
273,0.8926489399075508
274,0.8915237140655518
275,0.892348362326622
276,0.8941151313781738
277,0.9035802339315414
278,0.8938209186792374
279,0.8922898553609848
280,0.8986528807878494
281,0.8938969348669052
282,0.8970082362294197
283,0.8855818985402584
284,0.8999216064214707
285,0.8963898943066597
286,0.8932879667878151
287,0.89311410343647
288,0.8919832402467728
289,0.8939526054859162
290,0.8951859856247902
291,0.8958685710430145
292,0.8893695615530014
293,0.8898271058797836
294,0.8937145736217499
295,0.899014417052269
296,0.8916635438203812
297,0.8880196841955185
298,0.888434605717659
299,0.8880717207193375
300,0.887777959048748
